,title,URL,localization,surface,price,rent,num_of_rooms,building_material,heating,floor,num_of_floors,market,year,type_of_building,condition
297,Mieszkanie na Osiedlu Architektów A2.2.M68,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-a2-2-m68-ID4dyNc,"Rzeszów, Staroniwa, ul. Architektów","25,54 m²",234 968 zł,,1,,,2,8,pierwotny,2023,blok,
298,Mieszkanie na Osiedlu Architektów A2.2.M67,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-a2-2-m67-ID4dyN4,"Rzeszów, Staroniwa, ul. Architektów","30,40 m²",279 680 zł,,4,,,2,8,pierwotny,2023,blok,
299,Wygodne Mieszkanie na Osiedlu Architektów A2.1.M66,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-a2-1-m66-ID4dyMd,"Rzeszów, Staroniwa, ul. Architektów","30,39 m²",279 588 zł,,2,,,1,8,pierwotny,2023,blok,
300,Ustawne Mieszkanie na Osiedlu Architektów A2.1.M65,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-a2-1-m65-ID4dyM5,"Rzeszów, Staroniwa, ul. Architektów","42,70 m²",358 680 zł,,2,,,1,8,pierwotny,2023,blok,
301,dwupokojowe mieszkanie w atrakcyjnej cenie,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-w-atrakcyjnej-cenie-ID4dyLX,"prof. Ludwika Chmaja, Rzeszów, podkarpackie","35,27 m²",239 000 zł,360 zł,2,cegła,inne,5,5,wtórny,,blok,do zamieszkania
302,Wygodne Mieszkanie na Osiedlu Architektów A2.1.M64,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-a2-1-m64-ID4dyLD,"Rzeszów, Staroniwa, ul. Architektów","25,54 m²",234 968 zł,,1,,,1,8,pierwotny,2023,blok,
303,Nowe Mieszkanie na Osiedlu Architektów A2.1.M63,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-a2-1-m63-ID4dyLv,"Rzeszów, Staroniwa, ul. Architektów","29,89 m²",274 988 zł,,1,,,1,8,pierwotny,2023,blok,
304,"Nowe układy, nowe metraże - osiedle przy parku!",https://www.otodom.pl/pl/oferta/nowe-uklady-nowe-metraze-osiedle-przy-parku-ID4a5wp,"Rzeszów, Słocina, ul. Ignacego Paderewskiego","71,06 m²",504 526 zł,,4,,miejskie,1,7,pierwotny,2022,,do wykończenia
305,Mieszkania przy parku - samowystarczalne osiedle!,https://www.otodom.pl/pl/oferta/mieszkania-przy-parku-samowystarczalne-osiedle-ID4a5wR,"Rzeszów, Słocina, ul. Ignacego Paderewskiego","62,67 m²",438 690 zł,,3,,miejskie,2,7,pierwotny,2022,,do wykończenia
306,Mieszkania na Grabskiego przy Żwirowni!Nie przegap,https://www.otodom.pl/pl/oferta/mieszkania-na-grabskiego-przy-zwirowni-nie-przegap-ID47H8C,"Rzeszów, Drabinianka, ul. Władysława Grabskiego","72,16 m²",721 600 zł,,2,,miejskie,8,8,pierwotny,2022,,do wykończenia
307,Najnowsza inwestycja mieszkaniowa - Kwiatkowskiego,https://www.otodom.pl/pl/oferta/najnowsza-inwestycja-mieszkaniowa-kwiatkowskiego-ID4bxmL,"ul. Kwiatkowskiego, Rzeszów, podkarpackie","62,35 m²",611 030 zł,,3,,miejskie,8,12,pierwotny,2022,blok,do wykończenia
308,"Mieszkanie 64m2 ,3pok,ul.Ślusarczyka",https://www.otodom.pl/pl/oferta/mieszkanie-64m2-3pok-ul-slusarczyka-ID4dyIQ,"Franciszka Ślusarczyka, Rzeszów, podkarpackie","64,10 m²",515 000 zł,,3,,miejskie,parter,,wtórny,,blok,do zamieszkania
309,Piękne mieszkanie w kamienicy ul. Piłsudskiego 45m,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-w-kamienicy-ul-pilsudskiego-45m-ID4dyHy,"al. Józefa Piłsudskiego, Rzeszów, podkarpackie","44,97 m²",364 000 zł,143 zł,2,cegła,,1,1,wtórny,1906,kamienica,do remontu
310,Mieszkanie na Osiedlu Architektów A2.1.M62,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-a2-1-m62-ID4dyHz,"Rzeszów, Staroniwa, ul. Architektów","25,54 m²",234 968 zł,,1,,,1,8,pierwotny,2023,blok,
311,Mieszkanie na Osiedlu Architektów A2.1.M61,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-a2-1-m61-ID4dyHk,"Rzeszów, Staroniwa, ul. Architektów","30,40 m²",279 680 zł,,4,,,1,8,pierwotny,2023,blok,
312,Wygodne Mieszkanie na Osiedlu Architektów A2.0.M60,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-a2-0-m60-ID4dyHb,"Rzeszów, Staroniwa, ul. Architektów","30,39 m²",279 588 zł,,2,,,parter,8,pierwotny,2023,blok,
313,Ustawne Mieszkanie na Osiedlu Architektów A2.0.M59,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-a2-0-m59-ID4dyH6,"Rzeszów, Staroniwa, ul. Architektów","42,70 m²",358 680 zł,,2,,,parter,8,pierwotny,2023,blok,
314,Wygodne Mieszkanie na Osiedlu Architektów A2.0.M58,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-a2-0-m58-ID4dyG6,"Rzeszów, Staroniwa, ul. Architektów","25,54 m²",234 968 zł,,1,,,parter,8,pierwotny,2023,blok,
315,Nowe Mieszkanie na Osiedlu Architektów A2.0.M57,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-a2-0-m57-ID4dyFc,"Rzeszów, Staroniwa, ul. Architektów","29,89 m²",274 988 zł,,1,,,parter,8,pierwotny,2023,blok,
316,Mieszkanie na Osiedlu Architektów A2.0.M56,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-a2-0-m56-ID4dyF4,"Rzeszów, Staroniwa, ul. Architektów","25,54 m²",234 968 zł,,1,,,parter,8,pierwotny,2023,blok,
317,"4-pokojowe mieszkanie, 74m2 na osiedlu Kmity",https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-74m2-na-osiedlu-kmity-ID4dyEX,"Rzeszów, podkarpackie",74 m²,460 000 zł,500 zł,4,,miejskie,3,4,wtórny,1970,blok,do remontu
318,Nowe Mieszkanie na Osiedlu Architektów A1.8.M54,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-a1-8-m54-ID4dyC3,"Rzeszów, Staroniwa, ul. Architektów","25,58 m²",235 336 zł,,1,,,8,8,pierwotny,2023,blok,
319,Mieszkanie na Osiedlu Architektów A1.8.M53,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-a1-8-m53-ID4dyBM,"Rzeszów, Staroniwa, ul. Architektów","62,95 m²",502 341 zł,,4,,,8,8,pierwotny,2023,blok,
320,Nowe Mieszkanie na Osiedlu Architektów A1.8.M52,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-a1-8-m52-ID4dyA6,"Rzeszów, Staroniwa, ul. Architektów","65,73 m²","524 525,40 zł",,3,,,8,8,pierwotny,2023,blok,
321,Mieszkanie na Osiedlu Architektów A1.8.M51,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-a1-8-m51-ID4dyzz,"Rzeszów, Staroniwa, ul. Architektów","42,69 m²",358 596 zł,,2,,,8,8,pierwotny,2023,blok,
322,Ustawne Mieszkanie na Osiedlu Architektów A1.8.M50,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-a1-8-m50-ID4dyzg,"Rzeszów, Staroniwa, ul. Architektów","37,19 m²",312 396 zł,,2,,,8,8,pierwotny,2023,blok,
323,Przestronne 3 pokojowe mieszkanie!,https://www.otodom.pl/pl/oferta/przestronne-3-pokojowe-mieszkanie-ID4cE9K,"ul. Stefana Starzyńskiego, Rzeszów, podkarpackie","67,80 m²",367 000 zł,570 zł,3,wielka płyta,miejskie,1,10,wtórny,,blok,do remontu
324,Wygodne Mieszkanie na Osiedlu Architektów A1.8.M49,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-a1-8-m49-ID4dyz2,"Rzeszów, Staroniwa, ul. Architektów","30,39 m²",279 588 zł,,2,,,8,8,pierwotny,2023,blok,
325,Nowe Mieszkanie na Osiedlu Architektów A1.7.M48,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-a1-7-m48-ID4dyxX,"Rzeszów, Staroniwa, ul. Architektów","25,58 m²",235 336 zł,,1,,,7,8,pierwotny,2023,blok,
326,Mieszkanie na Osiedlu Architektów A1.7.M47,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-a1-7-m47-ID4dyxx,"Rzeszów, Staroniwa, ul. Architektów","62,95 m²",502 341 zł,,4,,,7,8,pierwotny,2023,blok,
327,Nowe Mieszkanie na Osiedlu Architektów A1.7.M46,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-a1-7-m46-ID4dyx9,"Rzeszów, Staroniwa, ul. Architektów","65,73 m²","524 525,40 zł",,3,,,7,8,pierwotny,2023,blok,
328,Mieszkanie na Osiedlu Architektów A1.7.M45,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-a1-7-m45-ID4dyvO,"Rzeszów, Staroniwa, ul. Architektów","42,69 m²",358 596 zł,,2,,,7,8,pierwotny,2023,blok,
329,"Dwa pokoje 35,27 m2 atrakcyjna cena ul. Chmaja",https://www.otodom.pl/pl/oferta/dwa-pokoje-35-27-m2-atrakcyjna-cena-ul-chmaja-ID4dyvF,"prof. Ludwika Chmaja, Rzeszów, podkarpackie","35,27 m²",239 000 zł,360 zł,2,cegła,miejskie,5,5,wtórny,1980,blok,do zamieszkania
330,Ustawne Mieszkanie na Osiedlu Architektów A1.7.M44,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-a1-7-m44-ID4dyvx,"Rzeszów, Staroniwa, ul. Architektów","37,19 m²",312 396 zł,,2,,,7,8,pierwotny,2023,blok,
331,"Bałtycka-31m2+25m2 taras,miejsce postojowe,komórka",https://www.otodom.pl/pl/oferta/baltycka-31m2-25m2-taras-miejsce-postojowe-komorka-ID4dyvo,"Rzeszów, Wilkowyja, ul. Bałtycka",31 m²,312 500 zł,,1,beton komórkowy,miejskie,3,3,pierwotny,2021,apartamentowiec,do wykończenia
332,Wygodne Mieszkanie na Osiedlu Architektów A1.7.M43,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-a1-7-m43-ID4dyvm,"Rzeszów, Staroniwa, ul. Architektów","30,39 m²",279 588 zł,,2,,,7,8,pierwotny,2023,blok,
333,Szukasz dla siebie idealnego pierwszego mieszania?,https://www.otodom.pl/pl/oferta/szukasz-dla-siebie-idealnego-pierwszego-mieszania-ID4dyvg,"Świadka, Rzeszów, podkarpackie","31,60 m²",289 000 zł,,2,wielka płyta,miejskie,parter,10,wtórny,1980,blok,do zamieszkania
334,Nowe Mieszkanie na Osiedlu Architektów A1.6.M42,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-a1-6-m42-ID4dywz,"Rzeszów, Staroniwa, ul. Architektów","25,58 m²",235 336 zł,,1,,,6,8,pierwotny,2023,blok,
335,Okazja! Piękny apartament z dużym 70-m tarasem!,https://www.otodom.pl/pl/oferta/okazja-piekny-apartament-z-duzym-70-m-tarasem-ID4c45W,"Rzeszów, Wilkowyja, ul. Ignacego Paderewskiego",83 m²,550 000 zł,,4,,miejskie,parter,,pierwotny,2020,blok,do wykończenia
336,Mieszkanie na Osiedlu Architektów A1.6.M41,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-a1-6-m41-ID4dywv,"Rzeszów, Staroniwa, ul. Architektów","62,95 m²",502 341 zł,,4,,,6,8,pierwotny,2023,blok,
337,Nowe Mieszkanie na Osiedlu Architektów A1.6.M40,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-a1-6-m40-ID4dyw9,"Rzeszów, Staroniwa, ul. Architektów","65,73 m²","524 525,40 zł",,3,,,6,8,pierwotny,2023,blok,
338,Domy w cenie mieszkania,https://www.otodom.pl/pl/oferta/domy-w-cenie-mieszkania-ID48jhL,"Rzeszów, Zalesie","69,45 m²",350 000 zł,,5,cegła,gazowe,,,pierwotny,,szeregowiec,do wykończenia
339,Mieszkanie na Osiedlu Architektów A1.6.M39,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-a1-6-m39-ID4dyur,"Rzeszów, Staroniwa, ul. Architektów","42,69 m²",358 596 zł,,2,,,6,8,pierwotny,2023,blok,
340,Ustawne Mieszkanie na Osiedlu Architektów A1.6.M38,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-a1-6-m38-ID4dyup,"Rzeszów, Staroniwa, ul. Architektów","37,19 m²",312 396 zł,,2,,,6,8,pierwotny,2023,blok,
341,Mieszkanie na Osiedlu Architektów A1.6.M37,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-a1-6-m37-ID4dyub,"Rzeszów, Staroniwa, ul. Architektów","30,39 m²",279 588 zł,,2,,,6,8,pierwotny,2023,blok,
342,Mieszkanie 49m2 3 pokoje ul.Mikołajczyka,https://www.otodom.pl/pl/oferta/mieszkanie-49m2-3-pokoje-ul-mikolajczyka-ID4dyty,"Mikołajczyka, Rzeszów, podkarpackie",49 m²,300 000 zł,450 zł,3,wielka płyta,miejskie,4,4,wtórny,,blok,
343,Nowe Mieszkanie na Osiedlu Architektów A1.5.M36,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-a1-5-m36-ID4dytg,"Rzeszów, Staroniwa, ul. Architektów","25,58 m²",235 336 zł,,1,,,5,8,pierwotny,2023,blok,
344,Mieszkanie na Osiedlu Architektów A1.5.M35,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-a1-5-m35-ID4dyt1,"Rzeszów, Staroniwa, ul. Architektów","62,95 m²",502 341 zł,,4,,,5,8,pierwotny,2023,blok,
345,Twoje pierwsze mieszkanie - 2 balkony - sprawdź!,https://www.otodom.pl/pl/oferta/twoje-pierwsze-mieszkanie-2-balkony-sprawdz-ID4c2np,"Rzeszów, Drabinianka, Miła 29 G","61,34 m²",398 710 zł,,3,,miejskie,1,5,pierwotny,2021,blok,do wykończenia
346,Twoje pierwsze mieszkanie w MIŁEJ cenie! Sprawdź!,https://www.otodom.pl/pl/oferta/twoje-pierwsze-mieszkanie-w-milej-cenie-sprawdz-ID4cezM,"Rzeszów, Drabinianka, Miła 29 G","44,91 m²","276 196,50 zł",,2,,miejskie,parter,5,pierwotny,2021,blok,do wykończenia
347,Nowe Mieszkanie na Osiedlu Architektów A1.5.M34,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-a1-5-m34-ID4dysv,"Rzeszów, Staroniwa, ul. Architektów","65,73 m²","524 525,40 zł",,3,,,5,8,pierwotny,2023,blok,
348,Mieszkanie na Osiedlu Architektów A1.5.M33,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-a1-5-m33-ID4dysg,"Rzeszów, Staroniwa, ul. Architektów","42,69 m²",358 596 zł,,2,,,5,8,pierwotny,2023,blok,
349,Ustawne Mieszkanie na Osiedlu Architektów A1.5.M32,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-a1-5-m32-ID4dyrP,"Rzeszów, Staroniwa, ul. Architektów","37,19 m²",312 396 zł,,2,,,5,8,pierwotny,2023,blok,
350,"Nowe układy, nowe metraże - osiedle przy parku!",https://www.otodom.pl/pl/oferta/nowe-uklady-nowe-metraze-osiedle-przy-parku-ID4a5sO,"Rzeszów, Słocina, ul. Ignacego Paderewskiego","45,50 m²",341 250 zł,,3,,miejskie,3,7,pierwotny,2022,,do wykończenia
351,Przedsprzedaż mieszkań zaraz przy parku! SPRAWDŹ!,https://www.otodom.pl/pl/oferta/przedsprzedaz-mieszkan-zaraz-przy-parku-sprawdz-ID4acgl,"Rzeszów, Słocina, ul. Ignacego Paderewskiego","78,78 m²",582 972 zł,,3,,miejskie,7,7,pierwotny,2022,,do wykończenia
352,Wygodne Mieszkanie na Osiedlu Architektów A1.5.M31,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-a1-5-m31-ID4dyr2,"Rzeszów, Staroniwa, ul. Architektów","30,39 m²",279 588 zł,,2,,,5,8,pierwotny,2023,blok,
353,Mieszkania na Kwiatkowskiego - małe metraże!,https://www.otodom.pl/pl/oferta/mieszkania-na-kwiatkowskiego-male-metraze-ID4cs9h,"ul. Kwiatkowskiego, Rzeszów, podkarpackie","67,96 m²",584 456 zł,,2,,miejskie,3,15,pierwotny,2023,blok,do wykończenia
354,Na Sprzedaż 2 Pokojowe Mieszkanie Z Ogródkiem,https://www.otodom.pl/pl/oferta/na-sprzedaz-2-pokojowe-mieszkanie-z-ogrodkiem-ID4doNS,"Rzeszów, Pobitno, Załęska","37,40 m²",280 500 zł,,2,pustak,miejskie,parter,3,pierwotny,2021,blok,do wykończenia
355,"2-Pokojowe Mieszkanie 48,51 M2/Ogródek I Taras",https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-48-51-m2-ogrodek-i-taras-ID4dvEl,"Rzeszów, Wilkowyja, Marcina Filipa","48,51 m²",315 315 zł,,2,pustak,miejskie,parter,4,pierwotny,2018,blok,
356,Nowe Mieszkanie na Osiedlu Architektów A1.4.M30,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-a1-4-m30-ID4dyq9,"Rzeszów, Staroniwa, ul. Architektów","25,58 m²",235 336 zł,,1,,,4,8,pierwotny,2023,blok,
357,Mieszkanie na Osiedlu Architektów A1.4.M29,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-a1-4-m29-ID4dypw,"Rzeszów, Staroniwa, ul. Architektów","62,95 m²",502 341 zł,,4,,,4,8,pierwotny,2023,blok,
358,Nowe Mieszkanie na Osiedlu Architektów A1.4.M28,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-a1-4-m28-ID4dypl,"Rzeszów, Staroniwa, ul. Architektów","65,73 m²","524 525,40 zł",,3,,,4,8,pierwotny,2023,blok,
359,Mieszkanie na Osiedlu Architektów A1.4.M27,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-a1-4-m27-ID4dypf,"Rzeszów, Staroniwa, ul. Architektów","42,69 m²",358 596 zł,,2,,,4,8,pierwotny,2023,blok,
360,Wyjątkowy apartament z panoramą na cały Rzeszów!,https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-z-panorama-na-caly-rzeszow-ID4cWT7,"Rzeszów, podkarpackie",60 m²,519 000 zł,250 zł,3,,miejskie,7,7,pierwotny,2020,blok,do wykończenia
361,Ustawne Mieszkanie na Osiedlu Architektów A1.4.M26,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-a1-4-m26-ID4dyoA,"Rzeszów, Staroniwa, ul. Architektów","37,19 m²",312 396 zł,,2,,,4,8,pierwotny,2023,blok,
362,Mieszkanie na Osiedlu Architektów A1.3.M25,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-a1-3-m25-ID4dyko,"Rzeszów, Staroniwa, ul. Architektów","30,39 m²",279 588 zł,,2,,,4,8,pierwotny,2023,blok,
363,Nowe Mieszkanie na Osiedlu Architektów A1.3.M24,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-a1-3-m24-ID4dyke,"Rzeszów, Staroniwa, ul. Architektów","25,58 m²",235 336 zł,,1,,,3,8,pierwotny,2023,blok,
364,Mieszkanie na Osiedlu Architektów A1.3.M23,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-a1-3-m23-ID4dyk6,"Rzeszów, Staroniwa, ul. Architektów","62,95 m²",502 341 zł,,4,,,3,8,pierwotny,2023,blok,
365,Nowe Mieszkanie na Osiedlu Architektów A1.3.M22,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-a1-3-m22-ID4dyk4,"Rzeszów, Staroniwa, ul. Architektów","65,73 m²","524 525,40 zł",,3,,,3,8,pierwotny,2023,blok,
366,Mieszkanie na Osiedlu Architektów A1.3.M21,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-a1-3-m21-ID4dyk2,"Rzeszów, Staroniwa, ul. Architektów","42,69 m²",358 596 zł,,2,,,3,8,pierwotny,2023,blok,
367,Wygodne Mieszkanie na Osiedlu Architektów A1.3.M19,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-a1-3-m19-ID4dyk0,"Rzeszów, Staroniwa, ul. Architektów","30,39 m²",279 588 zł,,2,,,3,8,pierwotny,2023,blok,
368,Kawalerka w ścisłym centrum - 3 Maja,https://www.otodom.pl/pl/oferta/kawalerka-w-scislym-centrum-3-maja-ID4dtdq,"3 Maja, Rzeszów, podkarpackie","28,04 m²",300 000 zł,,1,cegła,gazowe,parter,4,wtórny,1950,blok,do zamieszkania
369,3-Pokojowe Mieszkanie z Pięknym Widokiem,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-pieknym-widokiem-ID4dv7n,"Rzeszów, podkarpackie","53,50 m²",360 000 zł,500 zł,3,wielka płyta,miejskie,> 10,11,wtórny,1975,blok,do zamieszkania
370,Trzy Samodzielne Pokoje Centrum Idealna Inwestycja,https://www.otodom.pl/pl/oferta/trzy-samodzielne-pokoje-centrum-idealna-inwestycja-ID4duZc,"Rzeszów, podkarpackie","56,78 m²",369 000 zł,460 zł,3,,miejskie,4,4,wtórny,1967,blok,do remontu
371,Ostatnie Mieszkanie z Garażem,https://www.otodom.pl/pl/oferta/ostatnie-mieszkanie-z-garazem-ID4dxb5,"Rzeszów, podkarpackie","65,20 m²",371 640 zł,,3,pustak,gazowe,1,1,pierwotny,2021,blok,do wykończenia
372,36m2 | dwa pokoje| Dębowy Park 2.0 | Miła,https://www.otodom.pl/pl/oferta/36m2-dwa-pokoje-debowy-park-2-0-mila-ID477S5,"Rzeszów, Drabinianka, Miła","36,06 m²",274 056 zł,,2,pustak,,2,4,pierwotny,2020,blok,do wykończenia
373,"Dobra inwestycja na wynajem, 58m2, 3 pokoje",https://www.otodom.pl/pl/oferta/dobra-inwestycja-na-wynajem-58m2-3-pokoje-ID4dycN,"ul. prof. Ludwika Chmaja, Rzeszów, podkarpackie",58 m²,419 000 zł,,3,cegła,miejskie,parter,4,wtórny,,blok,
374,"Sprzedam mieszkanie, 2 pokoje, Broniewskiego, 47m2",https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-2-pokoje-broniewskiego-47m2-ID4dl79,"Rzeszów, Baranówka, ul. Władysława Broniewskiego","47,06 m²",350 000 zł,,2,,,parter,4,wtórny,,,
375,Mieszkanie z ogródkiem Drabinianka Rzeszów,https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodkiem-drabinianka-rzeszow-ID4cUjp,"Rzeszów, Drabinianka, ul. Świętojańska","50,21 m²",331 000 zł,50 zł,3,beton komórkowy,gazowe,parter,1,wtórny,2021,szeregowiec,do wykończenia
376,"Komfortowe mieszkanie 34,36 m2 przy ul. Lubelskiej",https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-34-36-m2-przy-ul-lubelskiej-ID4dyai,"Rzeszów, podkarpackie","34,46 m²",329 000 zł,,2,,miejskie,1,7,wtórny,2019,blok,do zamieszkania
377,przestronne mieszkanie z dużym tarasem i balkonem,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-z-duzym-tarasem-i-balkonem-ID4bzZo,"Małopolska, Rzeszów, podkarpackie","67,12 m²",550 000 zł,458 zł,3,,miejskie,5,17,wtórny,2019,,do zamieszkania
378,Kawalerka 30 m2 w super cenie! na Nowym Mieście!,https://www.otodom.pl/pl/oferta/kawalerka-30-m2-w-super-cenie-na-nowym-miescie-ID4dy6L,"Podwisłocze, Rzeszów, podkarpackie",30 m²,235 000 zł,,2,wielka płyta,miejskie,> 10,11,wtórny,1978,blok,do zamieszkania
379,w cenie miejsce postojowe i komórka lokatorska,https://www.otodom.pl/pl/oferta/w-cenie-miejsce-postojowe-i-komorka-lokatorska-ID4cRnX,"Szkolna, Rzeszów, podkarpackie","30,20 m²",305 000 zł,140 zł,1,pustak,gazowe,2,2,wtórny,2011,blok,do zamieszkania
380,Kawalerka w pełni wyposażona. Jak nowa,https://www.otodom.pl/pl/oferta/kawalerka-w-pelni-wyposazona-jak-nowa-ID4cNxz,"Rzeszów, podkarpackie","24,30 m²",259 900 zł,,1,cegła,miejskie,2,4,wtórny,2019,blok,do zamieszkania
381,dwie oddzielne kawalerki w jednym mieszkaniu,https://www.otodom.pl/pl/oferta/dwie-oddzielne-kawalerki-w-jednym-mieszkaniu-ID4djmH,"Hetmańska, Rzeszów, podkarpackie","48,71 m²",469 000 zł,,2,cegła,miejskie,4,4,wtórny,1957,blok,do zamieszkania
382,IDEALNE dla rodziny - 3 pokoje - obok parku!,https://www.otodom.pl/pl/oferta/idealne-dla-rodziny-3-pokoje-obok-parku-ID4a5uW,"Rzeszów, Słocina, ul. Ignacego Paderewskiego","42,83 m²",351 206 zł,,3,,miejskie,6,7,pierwotny,2022,,do wykończenia
383,Mieszkania na Grabskiego przy Żwirowni!Nie przegap,https://www.otodom.pl/pl/oferta/mieszkania-na-grabskiego-przy-zwirowni-nie-przegap-ID47H8S,"Rzeszów, Drabinianka, ul. Władysława Grabskiego","96,66 m²",966 600 zł,,3,,miejskie,8,8,pierwotny,2022,,do wykończenia
384,Kwiatkowskiego - bądź pierwszy! Nowe metraże!,https://www.otodom.pl/pl/oferta/kwiatkowskiego-badz-pierwszy-nowe-metraze-ID4bxmR,"ul. Kwiatkowskiego, Rzeszów, podkarpackie","68,71 m²",584 035 zł,,3,,miejskie,6,12,pierwotny,2022,blok,do wykończenia
385,Inwestycyjne mieszkanie w centrum miasta,https://www.otodom.pl/pl/oferta/inwestycyjne-mieszkanie-w-centrum-miasta-ID4bZbR,"Aleksandra Fredry, Rzeszów, podkarpackie","50,55 m²",365 000 zł,,2,cegła,miejskie,2,4,wtórny,1965,blok,do zamieszkania
386,Nowoczesne Mieszkanie na Projektancie - 3 Pokoje,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-na-projektancie-3-pokoje-ID4cmKr,"Rzeszów, podkarpackie","59,38 m²",549 000 zł,,3,,miejskie,1,8,wtórny,2021,,do remontu
387,Mieszkanie 2 pokojowe na sprzedaż - ul. Osmeckiego,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-sprzedaz-ul-osmeckiego-ID4dxXE,"Rzeszów, Baranówka","52,90 m²",315 000 zł,550 zł,2,wielka płyta,,3,4,wtórny,1984,blok,do remontu
388,Mieszkanie 2pok 1piętro Centrum.,https://www.otodom.pl/pl/oferta/mieszkanie-2pok-1pietro-centrum-ID4dxXC,"Rzeszów, Śródmieście",38 m²,329 000 zł,290 zł,2,cegła,miejskie,1,4,wtórny,1960,blok,do zamieszkania
389,4 pokoje+ taras na kameralnym osiedlu,https://www.otodom.pl/pl/oferta/4-pokoje-taras-na-kameralnym-osiedlu-ID4dxWV,"Załęska, Rzeszów, podkarpackie","59,09 m²",413 630 zł,,3,pustak,miejskie,3,3,pierwotny,2021,blok,do wykończenia
